,Title_of_the_Review,Review_of_the_movie,clean_txt,tokens,text_stem,text_lem
838,A typical but entertaining marvel movie,"As it's quite clear that marvel has a standard formula of making origin stories which is exactly what it has done in Shang Chi. The story doesn't have much to offer but the action sequences, vfx and the performances of all the actors make it an exciting watch. Another best thing is the new world it introduces, just like how they did in Black Panther.

P. S. - one extra rating for the post credit sequence 🙊",as quite clear marvel standard formula making origin stories exactly done shang chi the story doesnt much offer action sequences vfx performances actors make exciting watch another best thing new world introduces like black pantherp s one extra rating post credit sequence,"['as', 'quite', 'clear', 'marvel', 'standard', 'formula', 'making', 'origin', 'stories', 'exactly', 'done', 'shang', 'chi', 'the', 'story', 'doesnt', 'much', 'offer', 'action', 'sequences', 'vfx', 'performances', 'actors', 'make', 'exciting', 'watch', 'another', 'best', 'thing', 'new', 'world', 'introduces', 'like', 'black', 'pantherp', 's', 'one', 'extra', 'rating', 'post', 'credit', 'sequence']","['as', 'quit', 'clear', 'marvel', 'standard', 'formula', 'make', 'origin', 'stori', 'exact', 'done', 'shang', 'chi', 'the', 'stori', 'doesnt', 'much', 'offer', 'action', 'sequenc', 'vfx', 'perform', 'actor', 'make', 'excit', 'watch', 'anoth', 'best', 'thing', 'new', 'world', 'introduc', 'like', 'black', 'pantherp', 's', 'one', 'extra', 'rate', 'post', 'credit', 'sequenc']","['a', 'quite', 'clear', 'marvel', 'standard', 'formula', 'making', 'origin', 'story', 'exactly', 'done', 'shang', 'chi', 'the', 'story', 'doesnt', 'much', 'offer', 'action', 'sequence', 'vfx', 'performance', 'actor', 'make', 'exciting', 'watch', 'another', 'best', 'thing', 'new', 'world', 'introduces', 'like', 'black', 'pantherp', 's', 'one', 'extra', 'rating', 'post', 'credit', 'sequence']"
839,Marvel did just fine,"It's a really good superhero movie, marvel doesn't disappoint. As always.

A little deus ex machina at the end spoiled it a bit for me but it's not a big deal.",its really good superhero movie marvel doesnt disappoint as alwaysa little deus ex machina end spoiled bit big deal,"['its', 'really', 'good', 'superhero', 'movie', 'marvel', 'doesnt', 'disappoint', 'as', 'alwaysa', 'little', 'deus', 'ex', 'machina', 'end', 'spoiled', 'bit', 'big', 'deal']","['it', 'realli', 'good', 'superhero', 'movi', 'marvel', 'doesnt', 'disappoint', 'as', 'alwaysa', 'littl', 'deus', 'ex', 'machina', 'end', 'spoil', 'bit', 'big', 'deal']","['it', 'really', 'good', 'superhero', 'movie', 'marvel', 'doesnt', 'disappoint', 'a', 'alwaysa', 'little', 'deus', 'ex', 'machina', 'end', 'spoiled', 'bit', 'big', 'deal']"
840,MY NEW FAVOURITE MARVEL MOVIE!!!,"This movie is worth watching, marvel has a funny way of connecting the storylines of other MCU films. The fight choreography and CGI is above standards and the story line is superb! Amazing film.",this movie worth watching marvel funny way connecting storylines mcu films the fight choreography cgi standards story line superb amazing film,"['this', 'movie', 'worth', 'watching', 'marvel', 'funny', 'way', 'connecting', 'storylines', 'mcu', 'films', 'the', 'fight', 'choreography', 'cgi', 'standards', 'story', 'line', 'superb', 'amazing', 'film']","['this', 'movi', 'worth', 'watch', 'marvel', 'funni', 'way', 'connect', 'storylin', 'mcu', 'film', 'the', 'fight', 'choreographi', 'cgi', 'standard', 'stori', 'line', 'superb', 'amaz', 'film']","['this', 'movie', 'worth', 'watching', 'marvel', 'funny', 'way', 'connecting', 'storyline', 'mcu', 'film', 'the', 'fight', 'choreography', 'cgi', 'standard', 'story', 'line', 'superb', 'amazing', 'film']"
841,ASIAN REP!,"Tony leung carried the entire show, I hope everyone outside of Asia and who are not Chinese hope they know how lucky Hollywood was to have him in a Hollywood film. You can compare the lack of charisma from simu lu when you have them together in scenes. Even awkwafina did a better job than simu, but good job for them finally creating a decent movie for asians representation!",tony leung carried entire show i hope everyone outside asia chinese hope know lucky hollywood hollywood film you compare lack charisma simu lu together scenes even awkwafina better job simu good job finally creating decent movie asians representation,"['tony', 'leung', 'carried', 'entire', 'show', 'i', 'hope', 'everyone', 'outside', 'asia', 'chinese', 'hope', 'know', 'lucky', 'hollywood', 'hollywood', 'film', 'you', 'compare', 'lack', 'charisma', 'simu', 'lu', 'together', 'scenes', 'even', 'awkwafina', 'better', 'job', 'simu', 'good', 'job', 'finally', 'creating', 'decent', 'movie', 'asians', 'representation']","['toni', 'leung', 'carri', 'entir', 'show', 'i', 'hope', 'everyon', 'outsid', 'asia', 'chines', 'hope', 'know', 'lucki', 'hollywood', 'hollywood', 'film', 'you', 'compar', 'lack', 'charisma', 'simu', 'lu', 'togeth', 'scene', 'even', 'awkwafina', 'better', 'job', 'simu', 'good', 'job', 'final', 'creat', 'decent', 'movi', 'asian', 'represent']","['tony', 'leung', 'carried', 'entire', 'show', 'i', 'hope', 'everyone', 'outside', 'asia', 'chinese', 'hope', 'know', 'lucky', 'hollywood', 'hollywood', 'film', 'you', 'compare', 'lack', 'charisma', 'simu', 'lu', 'together', 'scene', 'even', 'awkwafina', 'better', 'job', 'simu', 'good', 'job', 'finally', 'creating', 'decent', 'movie', 'asian', 'representation']"
842,Good but kind of exaggerated,"I'm a marvel huge fan and unfortunately I could not watch black widow in theaters so right after it came out I went to watch Shang-Chi. What can I say, I got out from the cinema very excited at first but still kind of disappointed- it looks like a disney live action more than a marvel movie... I have nothing to say about the special effects and combat scenes though, those were amazing.

Anyways, I can't say I wasted my money because it's still a nice movie, but I know that some people might not like it because it doesn't even seem to be a marvel movie.",im marvel huge fan unfortunately i could watch black widow theaters right came i went watch shangchi what i say i got cinema excited first still kind disappointed looks like disney live action marvel movie i nothing say special effects combat scenes though amazinganyways i cant say i wasted money still nice movie i know people might like doesnt even seem marvel movie,"['im', 'marvel', 'huge', 'fan', 'unfortunately', 'i', 'could', 'watch', 'black', 'widow', 'theaters', 'right', 'came', 'i', 'went', 'watch', 'shangchi', 'what', 'i', 'say', 'i', 'got', 'cinema', 'excited', 'first', 'still', 'kind', 'disappointed', 'looks', 'like', 'disney', 'live', 'action', 'marvel', 'movie', 'i', 'nothing', 'say', 'special', 'effects', 'combat', 'scenes', 'though', 'amazinganyways', 'i', 'cant', 'say', 'i', 'wasted', 'money', 'still', 'nice', 'movie', 'i', 'know', 'people', 'might', 'like', 'doesnt', 'even', 'seem', 'marvel', 'movie']","['im', 'marvel', 'huge', 'fan', 'unfortun', 'i', 'could', 'watch', 'black', 'widow', 'theater', 'right', 'came', 'i', 'went', 'watch', 'shangchi', 'what', 'i', 'say', 'i', 'got', 'cinema', 'excit', 'first', 'still', 'kind', 'disappoint', 'look', 'like', 'disney', 'live', 'action', 'marvel', 'movi', 'i', 'noth', 'say', 'special', 'effect', 'combat', 'scene', 'though', 'amazinganyway', 'i', 'cant', 'say', 'i', 'wast', 'money', 'still', 'nice', 'movi', 'i', 'know', 'peopl', 'might', 'like', 'doesnt', 'even', 'seem', 'marvel', 'movi']","['im', 'marvel', 'huge', 'fan', 'unfortunately', 'i', 'could', 'watch', 'black', 'widow', 'theater', 'right', 'came', 'i', 'went', 'watch', 'shangchi', 'what', 'i', 'say', 'i', 'got', 'cinema', 'excited', 'first', 'still', 'kind', 'disappointed', 'look', 'like', 'disney', 'live', 'action', 'marvel', 'movie', 'i', 'nothing', 'say', 'special', 'effect', 'combat', 'scene', 'though', 'amazinganyways', 'i', 'cant', 'say', 'i', 'wasted', 'money', 'still', 'nice', 'movie', 'i', 'know', 'people', 'might', 'like', 'doesnt', 'even', 'seem', 'marvel', 'movie']"
843,Good but not best,Honestly its good movie. But it is not the best one . I expected much but it not full fill my expectations. There is not any twists. One time watchable movie thats all.,honestly good movie but best one i expected much full fill expectations there twists one time watchable movie thats,"['honestly', 'good', 'movie', 'but', 'best', 'one', 'i', 'expected', 'much', 'full', 'fill', 'expectations', 'there', 'twists', 'one', 'time', 'watchable', 'movie', 'thats']","['honest', 'good', 'movi', 'but', 'best', 'one', 'i', 'expect', 'much', 'full', 'fill', 'expect', 'there', 'twist', 'one', 'time', 'watchabl', 'movi', 'that']","['honestly', 'good', 'movie', 'but', 'best', 'one', 'i', 'expected', 'much', 'full', 'fill', 'expectation', 'there', 'twist', 'one', 'time', 'watchable', 'movie', 'thats']"
844,Predictable Chinese storyline. All hail Awkwafina & Wong!,"I really wanna do the Michael Pena summary, but here's a MUCH shorter version:

So its like a Joy of Luck Club mini reunion, but then there's this parkour on crack session... but then they ride Mr Weasley's enchanted car to this Chinese Wakanda, and then ride Mulan's Mushu to fight the Chinese Kraken and save the world... and basically Awkwafina and Wong steal the show! Welcome to the hotel Californiaaasa!",i really wanna michael pena summary heres much shorter versionso like joy luck club mini reunion theres parkour crack session ride mr weasleys enchanted car chinese wakanda ride mulans mushu fight chinese kraken save world basically awkwafina wong steal show welcome hotel californiaaasa,"['i', 'really', 'wan', 'na', 'michael', 'pena', 'summary', 'heres', 'much', 'shorter', 'versionso', 'like', 'joy', 'luck', 'club', 'mini', 'reunion', 'theres', 'parkour', 'crack', 'session', 'ride', 'mr', 'weasleys', 'enchanted', 'car', 'chinese', 'wakanda', 'ride', 'mulans', 'mushu', 'fight', 'chinese', 'kraken', 'save', 'world', 'basically', 'awkwafina', 'wong', 'steal', 'show', 'welcome', 'hotel', 'californiaaasa']","['i', 'realli', 'wan', 'na', 'michael', 'pena', 'summari', 'here', 'much', 'shorter', 'versionso', 'like', 'joy', 'luck', 'club', 'mini', 'reunion', 'there', 'parkour', 'crack', 'session', 'ride', 'mr', 'weasley', 'enchant', 'car', 'chines', 'wakanda', 'ride', 'mulan', 'mushu', 'fight', 'chines', 'kraken', 'save', 'world', 'basic', 'awkwafina', 'wong', 'steal', 'show', 'welcom', 'hotel', 'californiaaasa']","['i', 'really', 'wan', 'na', 'michael', 'pena', 'summary', 'here', 'much', 'shorter', 'versionso', 'like', 'joy', 'luck', 'club', 'mini', 'reunion', 'there', 'parkour', 'crack', 'session', 'ride', 'mr', 'weasleys', 'enchanted', 'car', 'chinese', 'wakanda', 'ride', 'mulans', 'mushu', 'fight', 'chinese', 'kraken', 'save', 'world', 'basically', 'awkwafina', 'wong', 'steal', 'show', 'welcome', 'hotel', 'californiaaasa']"
845,Awesome,"Great action fantasy adventure with a compelling story arc. The storyline is great, a compelling villain, and an amazing marvel origin story. Great comedic timing, great cinematography, and amazing fight sequences. The music in this was perfect for the movie and the character arc. A satisfying and awesome climax. A great action film to watch.",great action fantasy adventure compelling story arc the storyline great compelling villain amazing marvel origin story great comedic timing great cinematography amazing fight sequences the music perfect movie character arc a satisfying awesome climax a great action film watch,"['great', 'action', 'fantasy', 'adventure', 'compelling', 'story', 'arc', 'the', 'storyline', 'great', 'compelling', 'villain', 'amazing', 'marvel', 'origin', 'story', 'great', 'comedic', 'timing', 'great', 'cinematography', 'amazing', 'fight', 'sequences', 'the', 'music', 'perfect', 'movie', 'character', 'arc', 'a', 'satisfying', 'awesome', 'climax', 'a', 'great', 'action', 'film', 'watch']","['great', 'action', 'fantasi', 'adventur', 'compel', 'stori', 'arc', 'the', 'storylin', 'great', 'compel', 'villain', 'amaz', 'marvel', 'origin', 'stori', 'great', 'comed', 'time', 'great', 'cinematographi', 'amaz', 'fight', 'sequenc', 'the', 'music', 'perfect', 'movi', 'charact', 'arc', 'a', 'satisfi', 'awesom', 'climax', 'a', 'great', 'action', 'film', 'watch']","['great', 'action', 'fantasy', 'adventure', 'compelling', 'story', 'arc', 'the', 'storyline', 'great', 'compelling', 'villain', 'amazing', 'marvel', 'origin', 'story', 'great', 'comedic', 'timing', 'great', 'cinematography', 'amazing', 'fight', 'sequence', 'the', 'music', 'perfect', 'movie', 'character', 'arc', 'a', 'satisfying', 'awesome', 'climax', 'a', 'great', 'action', 'film', 'watch']"
846,BEST MCU Movie!!!,"Best mcu movie ever best fight scene.!!

A different style of mcu movie.",best mcu movie ever best fight scenea different style mcu movie,"['best', 'mcu', 'movie', 'ever', 'best', 'fight', 'scenea', 'different', 'style', 'mcu', 'movie']","['best', 'mcu', 'movi', 'ever', 'best', 'fight', 'scenea', 'differ', 'style', 'mcu', 'movi']","['best', 'mcu', 'movie', 'ever', 'best', 'fight', 'scenea', 'different', 'style', 'mcu', 'movie']"
847,One of the best Marvel films to date,"I went in with a moderate expectation thinking this movie would be the typical predictable DIsney film. But I was wrong and blown away both by the complex story line AND the FREAKING AWESOME choreography martial arts. The film is exciting from the beginning, the acting and the chemistry between characters are captivating, especially between Shang Chi and Katy. The cinematography is flawless. Thoroughly enjoyed the movie. 10/10.",i went moderate expectation thinking movie would typical predictable disney film but i wrong blown away complex story line and freaking awesome choreography martial arts the film exciting beginning acting chemistry characters captivating especially shang chi katy the cinematography flawless thoroughly enjoyed movie,"['i', 'went', 'moderate', 'expectation', 'thinking', 'movie', 'would', 'typical', 'predictable', 'disney', 'film', 'but', 'i', 'wrong', 'blown', 'away', 'complex', 'story', 'line', 'and', 'freaking', 'awesome', 'choreography', 'martial', 'arts', 'the', 'film', 'exciting', 'beginning', 'acting', 'chemistry', 'characters', 'captivating', 'especially', 'shang', 'chi', 'katy', 'the', 'cinematography', 'flawless', 'thoroughly', 'enjoyed', 'movie']","['i', 'went', 'moder', 'expect', 'think', 'movi', 'would', 'typic', 'predict', 'disney', 'film', 'but', 'i', 'wrong', 'blown', 'away', 'complex', 'stori', 'line', 'and', 'freak', 'awesom', 'choreographi', 'martial', 'art', 'the', 'film', 'excit', 'begin', 'act', 'chemistri', 'charact', 'captiv', 'especi', 'shang', 'chi', 'kati', 'the', 'cinematographi', 'flawless', 'thorough', 'enjoy', 'movi']","['i', 'went', 'moderate', 'expectation', 'thinking', 'movie', 'would', 'typical', 'predictable', 'disney', 'film', 'but', 'i', 'wrong', 'blown', 'away', 'complex', 'story', 'line', 'and', 'freaking', 'awesome', 'choreography', 'martial', 'art', 'the', 'film', 'exciting', 'beginning', 'acting', 'chemistry', 'character', 'captivating', 'especially', 'shang', 'chi', 'katy', 'the', 'cinematography', 'flawless', 'thoroughly', 'enjoyed', 'movie']"
